1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1442,0.0,2.0,1,0,1.0,1442,615,2.0,1970.0,1442,2,11717,69.0,571.0,0,6,6,1442,1970,1970,185000
1078,0.0,3.0,1,734,6.0,344,500,3.0,1971.0,1078,2,12537,69.0,0.0,0,6,5,1078,1971,2008,149900
1120,0.0,3.0,1,932,5.0,108,544,2.0,1961.0,1120,1,6970,85.0,0.0,0,5,4,1040,1961,1961,129000
779,640.0,3.0,1,353,6.0,55,527,3.0,2002.0,1419,3,7750,69.0,0.0,0,5,8,408,2002,2002,184100
707,682.0,3.0,1,0,1.0,651,240,1.0,1947.0,1389,2,3378,60.0,0.0,0,8,7,651,1946,1992,135000
1063,0.0,3.0,1,354,3.0,412,280,2.0,1954.0,1063,2,9920,80.0,110.0,0,5,5,1056,1954,1954,128000
1792,0.0,2.0,4,1567,6.0,225,874,3.0,2003.0,1792,4,11846,72.0,562.0,49,5,9,1792,2003,2004,374000
1216,0.0,2.0,1,897,6.0,319,402,1.0,1998.0,1216,2,4500,32.0,116.0,125,5,6,1216,1998,1998,164000
998,764.0,4.0,1,0,1.0,596,576,1.0,1989.0,1762,3,7200,60.0,0.0,0,7,7,596,1920,1950,157000
847,1112.0,4.0,3,0,1.0,847,434,3.0,2004.0,1959,3,11796,59.0,0.0,48,5,7,847,2004,2005,215000
1208,0.0,3.0,1,767,5.0,441,546,2.0,1977.0,1208,2,11250,69.0,0.0,42,6,6,1208,1977,1977,165000
874,650.0,3.0,1,460,4.0,414,315,1.0,1958.0,1524,2,11344,78.0,180.0,0,5,5,874,1958,1958,144000
796,358.0,3.0,1,735,4.0,61,240,1.0,1922.0,1154,3,5436,40.0,0.0,96,8,4,796,1922,2007,125500
1048,0.0,3.0,0,0,0.0,0,420,1.0,1950.0,1048,2,7200,60.0,0.0,27,5,5,0,1950,1950,98300
886,0.0,2.0,1,0,1.0,190,273,1.0,1938.0,886,2,5784,50.0,0.0,20,8,5,190,1938,1996,91300
943,0.0,2.0,4,943,6.0,0,600,1.0,1979.0,943,2,7032,69.0,0.0,0,5,5,943,1979,1979,135960
866,902.0,3.0,1,400,6.0,466,603,2.0,2005.0,1768,3,9803,75.0,0.0,108,5,7,866,2005,2005,226700
1422,1177.0,4.0,1,0,1.0,1393,779,3.0,1999.0,2599,3,14774,108.0,165.0,30,5,9,1393,1999,1999,333168
912,0.0,2.0,1,456,3.0,456,275,2.0,1958.0,912,2,10150,70.0,1.0,0,5,5,912,1958,1958,114500
882,0.0,2.0,0,0,0.0,0,308,1.0,1956.0,882,2,12702,70.0,0.0,45,5,5,0,1956,1956,97000
1337,0.0,2.0,1,266,6.0,1139,511,3.0,1998.0,1337,3,4060,34.0,0.0,68,5,6,1405,1998,1999,181000
2076,0.0,2.0,4,1386,6.0,690,850,2.0,2006.0,2076,4,13891,107.0,0.0,229,5,10,2076,2006,2006,465000
1328,1203.0,4.0,3,56,2.0,1198,752,2.0,1995.0,2531,3,12257,65.0,513.0,98,5,8,1318,1995,1995,290000
981,787.0,3.0,1,569,5.0,162,240,1.0,1939.0,1768,3,7200,60.0,252.0,0,7,5,731,1937,1950,175000
1625,0.0,2.0,4,1573,4.0,0,538,2.0,2006.0,1625,3,4750,44.0,481.0,0,5,8,1573,2006,2007,235000
1444,700.0,4.0,4,697,3.0,747,389,3.0,1958.0,2144,3,159000,69.0,472.0,98,7,6,1444,1958,2006,277000
1521,0.0,3.0,1,0,1.0,1237,880,1.0,1988.0,2775,3,13500,75.0,0.0,502,9,10,1237,1893,2000,325000
1140,728.0,3.0,1,0,1.0,585,477,3.0,1984.0,1868,2,12090,78.0,74.0,112,7,6,585,1984,2003,178000
1525,0.0,3.0,3,1400,6.0,125,541,2.0,2000.0,1525,3,9100,70.0,244.0,36,5,7,1525,2000,2000,235000
1571,0.0,3.0,4,0,4.0,1571,722,3.0,2007.0,1571,3,10991,89.0,80.0,36,5,8,1571,2007,2007,239000
796,0.0,2.0,1,0,1.0,796,0,0.0,1979.0,796,2,8777,67.0,0.0,0,7,5,796,1910,1950,85000
1378,994.0,4.0,1,0,1.0,994,432,2.0,1985.0,2372,2,6600,60.0,0.0,287,4,5,994,1892,1965,107500
802,670.0,3.0,1,0,1.0,384,402,2.0,1991.0,1472,3,10784,69.0,76.0,0,5,7,384,1991,1992,160000
960,0.0,0.0,3,648,6.0,0,364,1.0,1965.0,960,2,10246,69.0,0.0,0,9,4,648,1965,2001,145000
734,1104.0,4.0,3,0,1.0,732,372,3.0,2005.0,1838,2,21930,60.0,0.0,40,5,5,732,2005,2005,192140
1309,0.0,3.0,1,663,5.0,0,484,2.0,1974.0,1309,3,10140,78.0,99.0,0,6,6,1040,1974,1999,181000
2069,574.0,3.0,3,0,1.0,2153,694,3.0,2006.0,2643,4,13693,105.0,772.0,84,5,9,2153,2006,2006,380000
676,455.0,3.0,1,0,1.0,676,200,1.0,1941.0,1131,2,5720,52.0,0.0,0,6,5,676,1941,1950,66500
960,1000.0,4.0,1,0,1.0,960,400,1.0,1952.0,1960,2,7596,60.0,360.0,0,5,5,960,1952,1952,124500
1144,0.0,3.0,1,25,4.0,247,336,1.0,1962.0,1144,2,9204,71.0,0.0,88,5,5,1144,1963,1963,124000
1056,0.0,0.0,1,1056,6.0,0,576,1.0,1980.0,1056,2,6979,64.0,0.0,56,5,6,1056,1980,1980,144000
693,0.0,2.0,1,0,4.0,693,0,0.0,1979.0,693,1,4118,153.0,0.0,20,4,4,693,1941,1950,52500
1494,0.0,3.0,4,1200,6.0,279,576,2.0,1997.0,1494,3,9236,79.0,0.0,27,5,6,1479,1997,1997,217000
1646,0.0,2.0,4,1373,6.0,221,482,3.0,2004.0,1646,3,3842,44.0,174.0,53,5,8,1594,2004,2005,275000
864,0.0,3.0,3,390,5.0,474,352,1.0,1989.0,864,2,7180,60.0,0.0,0,7,5,864,1972,1972,127000
1566,0.0,3.0,3,1078,6.0,488,750,2.0,2008.0,1566,3,9000,75.0,36.0,168,5,8,1566,2008,2008,262500
735,660.0,3.0,1,593,4.0,130,497,1.0,1972.0,1395,2,12936,69.0,0.0,116,6,6,723,1972,1972,162000
848,0.0,2.0,1,152,4.0,628,539,1.0,1962.0,1208,2,6240,52.0,0.0,23,5,4,780,1925,1950,103000
939,574.0,4.0,2,0,1.0,939,180,1.0,1933.0,1513,2,6120,51.0,0.0,0,8,5,939,1920,2004,137500
959,408.0,3.0,1,425,2.0,459,560,2.0,1978.0,1367,2,6240,52.0,0.0,0,6,6,884,1931,1950,127500
955,0.0,3.0,1,763,4.0,192,386,1.0,1966.0,955,2,7742,66.0,0.0,0,7,5,955,1966,1966,127000
1077,0.0,3.0,1,0,1.0,1007,210,1.0,1922.0,1077,2,9786,60.0,0.0,100,4,3,1007,1922,1950,91000
1056,0.0,3.0,2,1056,3.0,0,572,3.0,1955.0,1056,2,34650,100.0,0.0,0,5,5,1056,1955,1955,145000
756,797.0,3.0,1,0,1.0,756,615,2.0,2005.0,1553,3,8125,65.0,0.0,45,5,7,756,2005,2006,186500
1614,0.0,3.0,3,20,6.0,1594,865,2.0,2005.0,1614,3,11210,86.0,240.0,59,5,7,1614,2005,2006,221500
2042,0.0,3.0,1,0,4.0,2042,1390,2.0,2009.0,2042,4,12704,98.0,306.0,90,5,8,2042,2008,2009,253293
1073,0.0,2.0,1,0,1.0,1073,326,2.0,1968.0,1073,2,5400,60.0,0.0,0,6,5,1073,1921,1968,108480
1072,213.0,2.0,1,336,4.0,295,240,1.0,1948.0,1285,2,8635,50.0,0.0,0,5,5,672,1948,2001,127000
2117,0.0,4.0,2,865,4.0,340,550,3.0,1970.0,2117,2,12925,69.0,0.0,42,7,6,1205,1970,1970,237500
605,0.0,2.0,2,348,4.0,180,0,2.0,1979.0,605,2,9098,58.0,0.0,0,7,4,528,1920,2002,86000
1150,0.0,3.0,1,179,5.0,465,300,2.0,1959.0,1150,2,7945,70.0,0.0,0,6,5,1150,1959,1959,141000
728,728.0,3.0,1,0,1.0,728,400,2.0,2005.0,1456,3,8029,51.0,0.0,24,5,6,728,2005,2005,176000
999,0.0,3.0,3,867,5.0,77,588,2.0,1961.0,999,4,12122,69.0,210.0,76,9,7,944,1961,2007,178400
750,750.0,3.0,1,0,1.0,750,564,2.0,2005.0,1500,3,8846,68.0,0.0,35,5,6,750,2005,2006,173900
1336,0.0,2.0,2,841,4.0,324,375,1.0,1953.0,1336,2,15750,90.0,56.0,0,5,5,1165,1953,1953,157000
864,729.0,3.0,1,759,6.0,80,398,2.0,2004.0,1593,2,7415,62.0,0.0,75,5,6,839,2004,2004,193000
1130,1054.0,3.0,3,936,6.0,168,836,3.0,2008.0,2184,4,11308,96.0,154.0,102,5,9,1104,2008,2008,335000
1560,0.0,3.0,1,0,1.0,1560,573,3.0,2003.0,1560,3,9196,129.0,0.0,150,5,7,1560,2003,2003,201000
888,0.0,3.0,1,386,2.0,342,312,1.0,1942.0,1644,3,9480,79.0,224.0,0,7,5,728,1942,1995,146500
630,0.0,3.0,3,515,6.0,115,286,1.0,1970.0,630,3,1526,21.0,0.0,0,8,4,630,1970,2002,86000
1113,0.0,3.0,1,751,4.0,392,504,2.0,1987.0,1113,2,7917,69.0,174.0,30,7,6,1143,1976,1976,148000
1071,1101.0,3.0,1,0,1.0,1063,947,2.0,2006.0,2172,3,14154,109.0,350.0,62,5,7,1063,2006,2006,280000
796,550.0,2.0,1,0,1.0,560,384,1.0,1950.0,1346,2,11767,70.0,0.0,24,7,4,560,1910,2000,112000
1184,1426.0,4.0,3,64,6.0,1120,550,3.0,2007.0,2610,4,9000,75.0,0.0,364,5,8,1184,2007,2007,303477
1026,932.0,3.0,1,0,1.0,1026,936,3.0,2005.0,1958,3,10625,85.0,0.0,210,5,7,1026,2005,2005,250000
1468,0.0,3.0,1,0,1.0,1468,898,3.0,2008.0,1468,3,9612,74.0,72.0,150,5,8,1468,2008,2009,244600
1302,432.0,4.0,0,0,0.0,0,539,1.0,1977.0,1734,3,10125,75.0,0.0,0,5,5,0,1977,1977,126000
768,432.0,3.0,1,352,4.0,416,240,1.0,1946.0,1200,2,11767,70.0,0.0,0,6,5,768,1946,1995,130500
1112,438.0,2.0,1,812,6.0,280,438,3.0,2007.0,1550,3,8125,65.0,100.0,168,5,7,1092,2006,2007,241000
954,795.0,5.0,1,0,1.0,795,440,1.0,1997.0,2230,2,6204,60.0,0.0,188,5,4,795,1912,1950,118500
1166,0.0,3.0,1,0,1.0,1064,240,1.0,1936.0,1639,2,10480,51.0,0.0,0,5,6,1064,1936,1950,115000
864,0.0,3.0,1,521,4.0,169,624,2.0,1964.0,864,2,9100,70.0,0.0,0,5,5,864,1958,1958,129900
1621,0.0,3.0,2,213,5.0,995,440,2.0,1984.0,1621,3,14145,91.0,0.0,45,7,7,1208,1984,1998,202500
483,504.0,3.0,1,162,5.0,321,264,1.0,1972.0,987,3,1680,21.0,510.0,0,8,6,483,1972,2007,118000
1238,1281.0,4.0,4,965,6.0,245,628,2.0,1989.0,2519,3,26178,42.0,293.0,27,5,7,1210,1989,1990,335000
765,600.0,3.0,1,765,2.0,0,440,1.0,1970.0,1365,2,2368,24.0,312.0,36,6,5,765,1970,1970,125000
1149,1141.0,4.0,2,0,1.0,1128,779,1.0,2002.0,2290,3,11250,69.0,0.0,0,5,8,1128,2002,2002,255900
1249,1347.0,4.0,3,0,1.0,1249,840,2.0,2006.0,2596,3,16259,111.0,370.0,154,5,9,1249,2006,2006,342643
907,0.0,3.0,1,288,3.0,619,352,1.0,1964.0,907,2,8593,77.0,0.0,0,6,4,907,1957,1957,109008
855,0.0,3.0,1,566,5.0,289,440,2.0,1976.0,1456,2,2280,24.0,0.0,0,6,6,855,1976,1976,148500
1190,0.0,3.0,3,803,5.0,303,540,2.0,1962.0,1190,2,7728,70.0,120.0,18,6,5,1106,1962,1962,132500
858,0.0,2.0,1,322,5.0,536,684,1.0,1979.0,858,2,7340,69.0,0.0,0,6,4,858,1971,1971,110000
2223,0.0,3.0,4,1880,5.0,343,516,3.0,1973.0,2223,2,13651,95.0,1115.0,0,6,7,2223,1973,1973,244000
1005,0.0,2.0,1,0,1.0,1005,672,1.0,1977.0,1005,1,10434,60.0,0.0,0,5,4,1005,1955,1955,115000
1086,809.0,3.0,1,0,1.0,712,409,3.0,1994.0,1895,3,10832,69.0,0.0,46,5,7,712,1994,1996,194500
1040,0.0,3.0,1,906,3.0,134,384,1.0,1965.0,1040,2,11200,70.0,0.0,0,5,5,1040,1965,1965,129500
1264,0.0,3.0,1,697,3.0,571,461,1.0,1960.0,1264,2,9300,73.0,324.0,0,5,5,1268,1960,1960,167500
874,887.0,3.0,1,0,1.0,874,578,3.0,2007.0,1761,3,10207,84.0,0.0,105,6,7,874,2007,2007,227875
1034,0.0,3.0,3,539,6.0,473,888,1.0,1976.0,1034,2,12328,69.0,335.0,0,5,6,1012,1976,1976,169900
1363,0.0,2.0,4,226,2.0,96,439,1.0,1954.0,1363,2,39104,73.0,0.0,0,7,7,1385,1954,2005,241500
1689,0.0,3.0,1,0,1.0,1436,480,1.0,1956.0,1689,2,9855,73.0,0.0,0,5,6,1436,1956,1956,127500
2113,0.0,2.0,4,1696,6.0,413,839,3.0,1995.0,2113,3,10437,91.0,660.0,46,6,8,2109,1995,1995,350000
1573,0.0,3.0,1,788,6.0,785,544,2.0,2002.0,1573,3,9808,67.0,110.0,72,5,7,1573,2002,2002,227000
2364,0.0,3.0,4,2188,6.0,142,820,3.0,2009.0,2364,4,12919,100.0,760.0,67,5,9,2330,2009,2010,611657
1057,977.0,3.0,1,739,6.0,318,645,2.0,1998.0,2034,3,9375,69.0,573.0,36,5,7,1057,1997,1998,219500
1291,0.0,2.0,2,1003,6.0,288,431,1.0,1996.0,1291,3,2887,69.0,0.0,0,5,6,1291,1996,1997,173000
858,0.0,2.0,4,696,4.0,162,0,0.0,1979.0,858,2,7207,50.0,0.0,0,7,5,858,1958,2008,116500
698,560.0,2.0,2,204,3.0,356,280,1.0,1939.0,1258,2,9060,60.0,0.0,0,5,6,560,1939,1950,105000
438,0.0,1.0,1,290,3.0,0,246,1.0,1930.0,438,1,8400,60.0,0.0,0,5,2,290,1920,1950,60000
672,728.0,3.0,1,209,5.0,463,440,3.0,1978.0,1400,2,7844,74.0,203.0,0,7,6,672,1978,1978,149500
954,0.0,2.0,1,0,1.0,920,240,1.0,1938.0,954,1,6305,50.0,0.0,0,7,5,920,1938,1950,119750
1445,0.0,3.0,4,564,4.0,563,645,2.0,1964.0,1445,2,12095,69.0,115.0,0,6,6,1127,1964,1964,158000
1072,0.0,2.0,4,459,4.0,88,525,2.0,2005.0,1072,2,3675,35.0,80.0,28,5,6,547,2005,2005,148000
1664,0.0,4.0,0,0,0.0,0,0,0.0,1979.0,1664,2,9825,75.0,0.0,0,5,5,0,1965,1965,100000
1445,689.0,5.0,1,0,1.0,844,441,1.0,1930.0,2134,3,11888,69.0,0.0,60,6,6,844,1916,1994,214500
1940,1254.0,4.0,2,428,4.0,537,380,1.0,1934.0,3194,2,12168,78.0,0.0,0,6,8,965,1934,1998,359100
912,912.0,4.0,3,0,1.0,912,0,0.0,1979.0,1824,2,9400,94.0,0.0,0,5,6,912,1971,1971,139000
888,868.0,3.0,1,742,5.0,130,422,3.0,1996.0,1756,2,9303,69.0,42.0,122,5,6,872,1996,1997,204000
912,0.0,2.0,1,595,5.0,317,576,1.0,1992.0,912,3,8872,72.0,300.0,240,8,5,912,1965,2008,147000
1509,0.0,3.0,3,783,6.0,678,600,2.0,1988.0,1509,3,10200,85.0,219.0,0,5,6,1461,1988,1989,175000
1160,448.0,3.0,1,264,4.0,712,216,1.0,1925.0,1608,3,6171,51.0,0.0,16,6,6,976,1925,1990,137450
1316,0.0,3.0,1,28,6.0,1288,397,3.0,2005.0,1316,3,10237,65.0,0.0,0,5,6,1316,2005,2006,169990
1015,0.0,3.0,1,489,3.0,279,450,1.0,1925.0,1015,2,6120,51.0,0.0,0,7,5,768,1925,1950,88000
756,378.0,3.0,1,312,5.0,444,240,1.0,1940.0,1134,2,8160,60.0,0.0,0,6,5,756,1940,1950,126000
1636,0.0,3.0,1,63,6.0,1560,865,2.0,2006.0,1636,3,13501,116.0,208.0,60,5,8,1623,2006,2006,255000
660,660.0,3.0,1,0,1.0,660,400,3.0,2003.0,1320,3,7750,69.0,0.0,48,5,7,660,2003,2003,162000
1160,966.0,3.0,4,249,2.0,0,538,3.0,1967.0,2126,2,28698,69.0,0.0,0,5,5,1013,1967,1967,185000
1128,0.0,3.0,2,776,5.0,344,525,2.0,1963.0,1128,2,8700,80.0,148.0,20,6,5,1120,1963,1963,155000
1306,0.0,2.0,2,860,4.0,132,756,1.0,1968.0,1306,2,8712,64.0,0.0,0,7,5,992,1957,2000,153000
798,546.0,3.0,1,0,1.0,546,0,0.0,1979.0,1344,2,1533,21.0,0.0,0,6,4,546,1970,2008,97000
1576,978.0,3.0,1,0,4.0,718,704,1.0,1996.0,2554,2,10800,60.0,0.0,48,8,7,718,1890,1998,159500
893,0.0,2.0,1,220,5.0,625,576,1.0,1985.0,893,3,9600,60.0,0.0,0,7,5,845,1949,2003,135000
894,1039.0,4.0,2,0,1.0,894,668,3.0,2007.0,1933,3,14598,86.0,74.0,18,5,6,894,2007,2007,214000
672,546.0,3.0,1,356,4.0,316,264,1.0,1973.0,1218,2,1890,21.0,285.0,28,5,6,672,1973,1973,113000
1161,808.0,3.0,1,0,1.0,808,534,2.0,1977.0,1969,2,11952,92.0,0.0,0,6,7,808,1977,1977,190000
1220,870.0,3.0,1,1079,6.0,141,556,2.0,1995.0,2090,3,10000,80.0,438.0,65,5,8,1220,1995,1996,240000
1484,0.0,3.0,3,998,5.0,486,487,1.0,1971.0,1484,2,12243,70.0,0.0,0,6,5,1484,1971,1971,175000
1656,0.0,4.0,1,0,1.0,1656,506,1.0,1973.0,1656,2,9246,87.0,564.0,211,5,5,1656,1973,1973,135000
818,406.0,3.0,1,468,3.0,350,210,1.0,1926.0,1224,2,3950,69.0,0.0,0,8,6,818,1926,2004,115000
1022,1032.0,3.0,1,695,6.0,297,390,2.0,2000.0,2054,3,12224,69.0,40.0,48,5,6,992,2000,2000,244000
854,0.0,2.0,1,0,1.0,832,576,1.0,1991.0,854,2,6120,51.0,0.0,112,8,7,832,1929,2001,132000
546,546.0,3.0,1,334,4.0,212,286,2.0,1973.0,1092,2,1974,69.0,0.0,96,5,4,546,1973,1973,83500
1268,0.0,3.0,3,196,5.0,1072,252,1.0,1978.0,1268,3,9286,69.0,0.0,0,7,5,1268,1977,1989,143500
827,834.0,3.0,3,385,6.0,70,550,2.0,1996.0,1661,3,10667,43.0,0.0,61,6,7,799,1996,1996,212000
1668,0.0,3.0,3,370,4.0,315,502,3.0,2003.0,1668,3,10635,48.0,171.0,262,5,8,1657,2003,2003,232000
1493,0.0,3.0,4,994,6.0,484,508,3.0,1997.0,1493,3,13125,75.0,215.0,39,5,6,1478,1997,1998,208900
932,0.0,2.0,1,0,1.0,932,306,1.0,1950.0,932,3,8280,57.0,0.0,0,5,6,932,1950,1950,124000
1277,0.0,2.0,4,778,6.0,499,526,1.0,1970.0,1277,2,10628,85.0,0.0,0,5,7,1277,1970,1970,167000
1530,0.0,3.0,3,1300,6.0,230,630,3.0,2004.0,1530,3,14572,182.0,0.0,36,5,7,1530,2004,2004,259000
1344,0.0,2.0,1,457,5.0,193,484,1.0,1970.0,1344,2,9503,69.0,0.0,28,5,5,1024,1958,1983,144000
860,0.0,2.0,3,672,5.0,168,528,1.0,1996.0,860,2,8740,74.0,0.0,0,6,5,840,1982,1982,137000
1314,0.0,2.0,1,904,6.0,410,626,2.0,2008.0,1314,3,5001,34.0,166.0,62,5,7,1314,2007,2008,230000
1391,571.0,3.0,2,464,6.0,927,868,2.0,2006.0,1962,3,8760,73.0,0.0,90,5,7,1391,2006,2006,239799
788,702.0,3.0,3,724,6.0,64,388,3.0,2004.0,1490,3,15384,60.0,0.0,75,5,7,788,2004,2005,184000
848,0.0,1.0,3,662,6.0,186,420,2.0,2004.0,848,3,4426,69.0,169.0,0,5,6,848,2004,2004,143000
672,0.0,2.0,1,0,1.0,672,240,1.0,1940.0,672,2,10200,60.0,0.0,0,8,5,672,1940,1997,108000
1188,1152.0,4.0,1,275,6.0,877,252,2.0,1941.0,2340,3,9042,66.0,0.0,60,9,7,1152,1941,2006,266500
808,704.0,3.0,1,0,1.0,660,180,1.0,1916.0,1656,2,10410,60.0,0.0,0,7,5,660,1916,1987,135000
725,754.0,4.0,1,626,5.0,99,484,3.0,1972.0,1479,3,7472,69.0,138.0,32,9,7,725,1972,2004,184000
1226,0.0,3.0,1,0,1.0,1226,740,2.0,2009.0,1226,3,10402,94.0,0.0,36,5,7,1226,2009,2009,198900
976,1111.0,5.0,4,568,2.0,264,444,3.0,1966.0,2087,3,12205,69.0,157.0,168,8,6,832,1966,2007,187500
1158,0.0,3.0,1,941,5.0,217,576,1.0,2006.0,1158,3,13072,63.0,0.0,50,5,6,1158,2004,2004,158000
1154,0.0,3.0,2,740,4.0,184,480,2.0,1966.0,1154,2,11000,69.0,200.0,58,6,5,1154,1966,1966,154000
880,844.0,3.0,3,0,1.0,880,527,3.0,1998.0,1724,3,8924,57.0,0.0,155,5,7,880,1998,1999,188000
773,885.0,3.0,1,219,6.0,554,431,3.0,1995.0,1658,2,8000,69.0,0.0,84,5,6,773,1995,1996,188000
1126,0.0,2.0,0,0,0.0,0,520,3.0,2002.0,1126,3,8777,67.0,0.0,96,5,4,0,1949,2003,108000
872,521.0,3.0,1,0,1.0,816,300,1.0,1955.0,1393,2,16466,59.0,0.0,0,7,5,816,1955,1955,135500
